iter	RMSE
0	0.04405729857
1	0.04373045875
2	0.04353129221
3	0.043306545
4	0.04316098403
5	0.04292516191
6	0.04274486349
7	0.04251539321
8	0.04219415039
9	0.04204717883
10	0.04183090219
11	0.0416270349
12	0.04148883169
13	0.04123006749
14	0.04099834886
15	0.04083268124
16	0.04068318284
17	0.04052603653
18	0.04036735109
19	0.04022833659
20	0.04008153407
21	0.0398554573
22	0.03968560157
23	0.03956492854
24	0.03945494939
25	0.03928789356
26	0.03913648239
27	0.03896471718
28	0.03881663597
29	0.03867402291
30	0.03854015871
31	0.03841549462
32	0.03828045768
33	0.03815713249
34	0.0379969223
35	0.03782972682
36	0.03765547486
37	0.0375010911
38	0.03737828913
39	0.03726710319
40	0.0371572725
41	0.03702881213
42	0.03696201913
43	0.03679083629
44	0.03671249971
45	0.03656419675
46	0.03642906039
47	0.03627599595
48	0.03613693567
49	0.03607798619
50	0.03597081163
51	0.03584548372
52	0.03575841422
53	0.03565831277
54	0.03553941172
55	0.03538714311
56	0.0353090898
57	0.03519012336
58	0.03508323879
59	0.03498904583
60	0.03488095816
61	0.03479786346
62	0.03460295064
63	0.0344743607
64	0.03438783555
65	0.03423596111
66	0.03412598476
67	0.03403174826
68	0.03390784896
69	0.03382979819
70	0.03375333297
71	0.03362430981
72	0.03348362684
73	0.03339465606
74	0.03333188807
75	0.03320936795
76	0.03309114702
77	0.03297844624
78	0.0328936872
79	0.03276920467
80	0.03269180273
81	0.03259936017
82	0.03251493255
83	0.0324008934
84	0.03230692074
85	0.03224130364
86	0.03213327196
87	0.032019673
88	0.031940743
89	0.03187669115
90	0.03174178612
91	0.03164418634
92	0.03154340055
93	0.0314642256
94	0.03134552409
95	0.03124605744
96	0.03119766671
97	0.03109171538
98	0.03100596141
99	0.0308967576
100	0.03078647691
101	0.03065212357
102	0.03053818557
103	0.0304121159
104	0.03034484203
105	0.03023469546
106	0.03014600917
107	0.03006945788
108	0.03001148785
109	0.02990217025
110	0.02984013543
111	0.02975415553
112	0.02965405264
113	0.02955244733
114	0.02949163254
115	0.02943857435
116	0.02937219784
117	0.02928374327
118	0.02915570234
119	0.02908109343
120	0.02900411402
121	0.02890525418
122	0.02882245622
123	0.02875087123
124	0.02864632609
125	0.02856554649
126	0.02849431898
127	0.02841529978
128	0.02831844863
129	0.0282625042
130	0.02812484002
131	0.02802047292
132	0.02794021764
133	0.02788268406
134	0.02777319281
135	0.02770761854
136	0.02763639434
137	0.02756635902
138	0.02748148109
139	0.02743023851
140	0.02728991116
141	0.02721868518
142	0.02715955641
143	0.02707421148
144	0.02700219842
145	0.0269284141
146	0.02682718538
147	0.02677550323
148	0.02670859835
149	0.02658918906
150	0.02651999856
151	0.02644402875
152	0.02638685218
153	0.02630550557
154	0.02623328361
155	0.02615712835
156	0.02608828159
157	0.02601009172
158	0.02596062883
159	0.02588873521
160	0.0258229532
1161	0.025996990741162	0.025895089016163	0.02578811709
164	0.0257460638
165	0.02569833717
166	0.02565191832
167	0.02558067799
168	0.02552377399
169	0.02545519831
170	0.02538053826
171	0.02531470968
172	0.02522538165
173	0.02518588224
174	0.02512739281
175	0.02506593211
176	0.02500853526
177	0.02497136486
178	0.02491900814
179	0.02488917902
180	0.02479015587
181	0.02472565714
182	0.02466439033
183	0.02461644626
184	0.02456208806
185	0.02445534596
186	0.02439550532
187	0.02435094329
188	0.0242595137
189	0.02422265729
190	0.02414625415
191	0.02407309732
192	0.02397161773
193	0.02387940934
194	0.02380072409
195	0.0236911955
196	0.02360910189
197	0.02354545489
198	0.0234694168
199	0.02341118469
200	0.02329782605
201	0.02323041043
202	0.02313890564
203	0.02311038871
204	0.0230555607
205	0.02302443116
206	0.02293692635
207	0.02286789736
208	0.02276738986
209	0.02266437517
210	0.02259971596
211	0.02254692115
212	0.02244824886
213	0.02238323232
214	0.02232505048
215	0.02226007572
216	0.02223046168
217	0.02213193646
218	0.0220682109
219	0.02197746462
220	0.02187599259
221	0.02175526026
222	0.02167047791
223	0.02161662333
224	0.02154963055
225	0.02146812065
226	0.02139034378
227	0.02133949881
228	0.02125504379
229	0.02120801462
230	0.02113662228
231	0.02106735414
232	0.02101979713
233	0.02092471813
234	0.02081408951
235	0.02074649147
236	0.02066081336
237	0.02060420337
238	0.02055292139
239	0.02047423016
240	0.02037891005
241	0.02032308813
242	0.02028809044
243	0.02021959534
244	0.02014907219
245	0.02004157545
246	0.01995018103
247	0.01989229594
248	0.01983847065
249	0.01975313211
250	0.0196782354
251	0.01964518836
252	0.01962292144
253	0.01953248712
254	0.01949070517
255	0.01940216719
256	0.0193813802
257	0.01931089809
258	0.01926544899
259	0.01922186674
260	0.01915232535
261	0.01911941962
262	0.01904235442
263	0.01896847418
264	0.01892296602
265	0.01886319855
266	0.01880599948
267	0.01873867137
268	0.01868983282
269	0.0186281189
270	0.01856540493
271	0.01851251878
272	0.01842031042
273	0.01833844193
274	0.01827352325
275	0.01819869256
276	0.01813851812
277	0.01809773175
278	0.01803790012
279	0.01799755178
280	0.01798261806
281	0.01792723384
282	0.01788280538
283	0.0178621433
284	0.01779913443
285	0.01774529042
286	0.01768929037
287	0.01763044096
288	0.0175732894
289	0.01754093514
290	0.01748568735
291	0.01744224036
292	0.01740862592
293	0.01735190102
294	0.01729312287
295	0.01725053247
296	0.01723767858
297	0.01716853485
298	0.0171573287
299	0.0170821092
300	0.01702403959
301	0.01695302965
302	0.01690711991
303	0.01687568723
304	0.01683639117
305	0.01679361234
306	0.01672835136
307	0.0167027531
308	0.0166443559
309	0.01658925851
310	0.01653014267
311	0.01646388692
312	0.01640635929
313	0.01638851616
314	0.01635453435
315	0.0163138825
316	0.01625569057
317	0.0161873792
318	0.01613464356
319	0.01610901944
320	0.01604702438
321	0.01599021402
322	0.01593921599
323	0.01588296052
324	0.01582202249
325	0.01577275288
326	0.01571929069
327	0.01567247329
328	0.0156198451
329	0.01557525914
330	0.01556623734
331	0.01549967598
332	0.01542342098
333	0.01536022982
334	0.01533006593
335	0.01527027679
336	0.01524248161
337	0.01518263393
338	0.01511440643
339	0.01507111958
340	0.0150320499
341	0.01500779105
342	0.01495967131
343	0.01490090379
344	0.01485300424
345	0.01482849638
346	0.01479587657
347	0.0147513223
348	0.01470265685
349	0.01468030643
350	0.01463282687
351	0.01459193133
352	0.01454144461
353	0.01448967169
354	0.0144707968
355	0.01442225357
356	0.01436843223
357	0.01433324269
358	0.01427421194
359	0.01424186566
360	0.01417698224
361	0.0141650109
362	0.0141168305
363	0.01406531865
364	0.01403573573
365	0.01401000729
366	0.01395914041
367	0.01392872092
368	0.01388853165
369	0.01384206212
370	0.01379221967
371	0.01375272496
372	0.01369710154
373	0.01364870009
374	0.01360382122
375	0.01356490133
376	0.01353217255
377	0.01350901742
378	0.01347680362
379	0.01343600294
380	0.01340200329
381	0.01335662171
382	0.01331270369
383	0.01326946189
384	0.01323566631
385	0.01319490552
386	0.01316172049
387	0.0131294972
388	0.01309905177
389	0.01308001403
390	0.0130518343
391	0.01301448226
392	0.01297184207
393	0.01293321741
394	0.01289639675
395	0.01285594476
396	0.01282262876
397	0.01278301761
398	0.01274861522
399	0.01270882922
400	0.0126838045
401	0.01265268376
402	0.01261680075
403	0.01257549803
404	0.01253197015
405	0.01250164669
406	0.01247404981
407	0.01244063211
408	0.01239520911
409	0.01238505697
410	0.0123535132
411	0.01231171068
412	0.0122844633
413	0.0122478102
414	0.01222064179
415	0.01219967845
416	0.01217031075
417	0.01212670841
418	0.01211153296
419	0.01209117095
420	0.01206073674
421	0.01202775238
422	0.01200860041
423	0.01198453994
424	0.01195889345
425	0.01194298286
426	0.01191237303
427	0.01187986142
428	0.01184136838
