"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Country-wise Workers' Remittances","31-Jul-2016","TS_GP_BOP_WR_M.WR0320","......15 Other Countries","105.8","Million USD","Normal","","320","Workers' remittances received from Other Countries"
"Country-wise Workers' Remittances","31-Jul-2016","TS_GP_BOP_WR_M.WR0330","II. Encashment and Profit in Pak. Rs. of Foreign Exchange Bearer Certificates (FEBCs) & Foreign Currency Bearer Certificates (FCBCs)","0","Million USD","Normal","","330","USD converted Encashment plus Profit received by residents holding Foreign Exchange Bearing Certificates (FEBCs) & Foreign Currency Bearing Certificates (FCBCs) in PKR."
"Country-wise Workers' Remittances","31-Jul-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1360.3","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0010","I. Cash Flow","2073.1","Million USD","Normal","","10","Total Cash inflow of Workers' remittances in Pakistan in a month"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0020","......1 USA","274.1","Million USD","Normal","","20","Workers' remittances received from U.S.A."
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0030","......2 U.K.","309.3","Million USD","Normal","","30","Workers' remittances received from U.K."
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0040","......3 Saudi Arabia","582.8","Million USD","Normal","","40","Workers' remittances received from Saudi Arabia"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0050","......4 U.A.E.","434.9","Million USD","Normal","","50","Workers' remittances received from U.A.E."
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0060","............. Dubai","270.8","Million USD","Normal","","60","Workers' remittances received from Dubai"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0070","............. Abu Dhabi","158.2","Million USD","Normal","","70","Workers' remittances received from Abu Dhabi"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0080","............. Sharjah","5.3","Million USD","Normal","","80","Workers' remittances received from Sharjah"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0090","............. Others",".7","Million USD","Normal","","90","Workers' remittances received from Other four U.A.E.'s States"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0100","......5 Other GCC Countries","232.3","Million USD","Normal","","100","Workers' remittances received from Other GCC Countries excluding Saudi Arabia & U.A.E."
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0110","............. Bahrain","38.7","Million USD","Normal","","110","Workers' remittances received from Bahrain"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0120","............. Kuwait","78.5","Million USD","Normal","","120","Workers' remittances received from Kuwait"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0130","............. Qatar","36.3","Million USD","Normal","","130","Workers' remittances received from Qatar"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0140","............. Oman","78.8","Million USD","Normal","","140","Workers' remittances received from Oman"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0150","......6 EU Countries","50.3","Million USD","Normal","","150","Workers' remittances received from ten European Countries"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0160","............. Germany","10","Million USD","Normal","","160","Workers' remittances received from Germany"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0170","............. France","4.8","Million USD","Normal","","170","Workers' remittances received from France"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0180","............. Netherland",".6","Million USD","Normal","","180","Workers' remittances received from Netherland"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0190","............. Spain","5.7","Million USD","Normal","","190","Workers' remittances received from Spain"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0200","............. Italy","5.3","Million USD","Normal","","200","Workers' remittances received from Italy"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0210","............. Greece","2","Million USD","Normal","","210","Workers' remittances received from Greece"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0220","............. Sweden","1.8","Million USD","Normal","","220","Workers' remittances received from Sweden"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0230","............. Denmark","1.2","Million USD","Normal","","230","Workers' remittances received from Denmark"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0240","............. Ireland","18.1","Million USD","Normal","","240","Workers' remittances received from Ireland"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0250","............. Belgium",".8","Million USD","Normal","","250","Workers' remittances received from Belgium"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0260","......7 Malaysia","","Million USD","Missing value","","260","Workers' remittances received from Malaysia"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0270","......8 Norway","5.1","Million USD","Normal","","270","Workers' remittances received from Norway"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0280","......9 Switzerland","3.5","Million USD","Normal","","280","Workers' remittances received from Switzerland"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0290","......10 Australia","20.1","Million USD","Normal","","290","Workers' remittances received from Australia"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0300","......11 Canada","23","Million USD","Normal","","300","Workers' remittances received from Canada"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0310","......12 Japan","1.6","Million USD","Normal","","310","Workers' remittances received from Japan"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0320","......15 Other Countries","136.2","Million USD","Normal","","320","Workers' remittances received from Other Countries"
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0330","II. Encashment and Profit in Pak. Rs. of Foreign Exchange Bearer Certificates (FEBCs) & Foreign Currency Bearer Certificates (FCBCs)","0","Million USD","Normal","","330","USD converted Encashment plus Profit received by residents holding Foreign Exchange Bearing Certificates (FEBCs) & Foreign Currency Bearing Certificates (FCBCs) in PKR."
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2073.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0010","I. Cash Flow","1799.4","Million USD","Normal","","10","Total Cash inflow of Workers' remittances in Pakistan in a month"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0020","......1 USA","202.1","Million USD","Normal","","20","Workers' remittances received from U.S.A."
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0030","......2 U.K.","240.6","Million USD","Normal","","30","Workers' remittances received from U.K."
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0040","......3 Saudi Arabia","547.8","Million USD","Normal","","40","Workers' remittances received from Saudi Arabia"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0050","......4 U.A.E.","380.7","Million USD","Normal","","50","Workers' remittances received from U.A.E."
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0060","............. Dubai","238.7","Million USD","Normal","","60","Workers' remittances received from Dubai"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0070","............. Abu Dhabi","136.4","Million USD","Normal","","70","Workers' remittances received from Abu Dhabi"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0080","............. Sharjah","5.2","Million USD","Normal","","80","Workers' remittances received from Sharjah"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0090","............. Others",".5","Million USD","Normal","","90","Workers' remittances received from Other four U.A.E.'s States"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0100","......5 Other GCC Countries","216.7","Million USD","Normal","","100","Workers' remittances received from Other GCC Countries excluding Saudi Arabia & U.A.E."
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0110","............. Bahrain","37.7","Million USD","Normal","","110","Workers' remittances received from Bahrain"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0120","............. Kuwait","73.6","Million USD","Normal","","120","Workers' remittances received from Kuwait"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0130","............. Qatar","34.9","Million USD","Normal","","130","Workers' remittances received from Qatar"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0140","............. Oman","70.6","Million USD","Normal","","140","Workers' remittances received from Oman"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0150","......6 EU Countries","41.6","Million USD","Normal","","150","Workers' remittances received from ten European Countries"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0160","............. Germany","9.9","Million USD","Normal","","160","Workers' remittances received from Germany"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0170","............. France","3.8","Million USD","Normal","","170","Workers' remittances received from France"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0180","............. Netherland",".5","Million USD","Normal","","180","Workers' remittances received from Netherland"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0190","............. Spain","5","Million USD","Normal","","190","Workers' remittances received from Spain"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0200","............. Italy","4.2","Million USD","Normal","","200","Workers' remittances received from Italy"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0210","............. Greece","1.6","Million USD","Normal","","210","Workers' remittances received from Greece"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0220","............. Sweden","1.5","Million USD","Normal","","220","Workers' remittances received from Sweden"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0230","............. Denmark",".9","Million USD","Normal","","230","Workers' remittances received from Denmark"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0240","............. Ireland","13.8","Million USD","Normal","","240","Workers' remittances received from Ireland"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0250","............. Belgium",".7","Million USD","Normal","","250","Workers' remittances received from Belgium"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0260","......7 Malaysia","","Million USD","Missing value","","260","Workers' remittances received from Malaysia"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0270","......8 Norway","3.3","Million USD","Normal","","270","Workers' remittances received from Norway"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0280","......9 Switzerland","2.5","Million USD","Normal","","280","Workers' remittances received from Switzerland"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0290","......10 Australia","15.2","Million USD","Normal","","290","Workers' remittances received from Australia"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0300","......11 Canada","16.2","Million USD","Normal","","300","Workers' remittances received from Canada"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0310","......12 Japan","1.3","Million USD","Normal","","310","Workers' remittances received from Japan"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0320","......15 Other Countries","131.4","Million USD","Normal","","320","Workers' remittances received from Other Countries"
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0330","II. Encashment and Profit in Pak. Rs. of Foreign Exchange Bearer Certificates (FEBCs) & Foreign Currency Bearer Certificates (FCBCs)","0","Million USD","Normal","","330","USD converted Encashment plus Profit received by residents holding Foreign Exchange Bearing Certificates (FEBCs) & Foreign Currency Bearing Certificates (FCBCs) in PKR."
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1799.4","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0010","I. Cash Flow","1656.5","Million USD","Normal","","10","Total Cash inflow of Workers' remittances in Pakistan in a month"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0020","......1 USA","189.9","Million USD","Normal","","20","Workers' remittances received from U.S.A."
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0030","......2 U.K.","221.9","Million USD","Normal","","30","Workers' remittances received from U.K."
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0040","......3 Saudi Arabia","488.8","Million USD","Normal","","40","Workers' remittances received from Saudi Arabia"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0050","......4 U.A.E.","346","Million USD","Normal","","50","Workers' remittances received from U.A.E."
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0060","............. Dubai","217.2","Million USD","Normal","","60","Workers' remittances received from Dubai"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0070","............. Abu Dhabi","121.3","Million USD","Normal","","70","Workers' remittances received from Abu Dhabi"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0080","............. Sharjah","7.2","Million USD","Normal","","80","Workers' remittances received from Sharjah"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0090","............. Others",".3","Million USD","Normal","","90","Workers' remittances received from Other four U.A.E.'s States"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0100","......5 Other GCC Countries","199.5","Million USD","Normal","","100","Workers' remittances received from Other GCC Countries excluding Saudi Arabia & U.A.E."
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0110","............. Bahrain","35.3","Million USD","Normal","","110","Workers' remittances received from Bahrain"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0120","............. Kuwait","62.9","Million USD","Normal","","120","Workers' remittances received from Kuwait"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0130","............. Qatar","31.4","Million USD","Normal","","130","Workers' remittances received from Qatar"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0140","............. Oman","70","Million USD","Normal","","140","Workers' remittances received from Oman"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0150","......6 EU Countries","39.9","Million USD","Normal","","150","Workers' remittances received from ten European Countries"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0160","............. Germany","8.9","Million USD","Normal","","160","Workers' remittances received from Germany"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0170","............. France","3.9","Million USD","Normal","","170","Workers' remittances received from France"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0180","............. Netherland",".4","Million USD","Normal","","180","Workers' remittances received from Netherland"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0190","............. Spain","4.7","Million USD","Normal","","190","Workers' remittances received from Spain"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0200","............. Italy","3.9","Million USD","Normal","","200","Workers' remittances received from Italy"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0210","............. Greece","1.3","Million USD","Normal","","210","Workers' remittances received from Greece"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0220","............. Sweden","1.4","Million USD","Normal","","220","Workers' remittances received from Sweden"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0230","............. Denmark","1","Million USD","Normal","","230","Workers' remittances received from Denmark"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0240","............. Ireland","13.6","Million USD","Normal","","240","Workers' remittances received from Ireland"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0250","............. Belgium",".7","Million USD","Normal","","250","Workers' remittances received from Belgium"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0260","......7 Malaysia","","Million USD","Missing value","","260","Workers' remittances received from Malaysia"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0270","......8 Norway","3.3","Million USD","Normal","","270","Workers' remittances received from Norway"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0280","......9 Switzerland","2.6","Million USD","Normal","","280","Workers' remittances received from Switzerland"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0290","......10 Australia","18.3","Million USD","Normal","","290","Workers' remittances received from Australia"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0300","......11 Canada","16.7","Million USD","Normal","","300","Workers' remittances received from Canada"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0310","......12 Japan","2.1","Million USD","Normal","","310","Workers' remittances received from Japan"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0320","......15 Other Countries","127.6","Million USD","Normal","","320","Workers' remittances received from Other Countries"
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0330","II. Encashment and Profit in Pak. Rs. of Foreign Exchange Bearer Certificates (FEBCs) & Foreign Currency Bearer Certificates (FCBCs)","0","Million USD","Normal","","330","USD converted Encashment plus Profit received by residents holding Foreign Exchange Bearing Certificates (FEBCs) & Foreign Currency Bearing Certificates (FCBCs) in PKR."
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1656.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0010","I. Cash Flow","1711.2","Million USD","Normal","","10","Total Cash inflow of Workers' remittances in Pakistan in a month"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0020","......1 USA","202.7","Million USD","Normal","","20","Workers' remittances received from U.S.A."
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0030","......2 U.K.","202.4","Million USD","Normal","","30","Workers' remittances received from U.K."
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0040","......3 Saudi Arabia","514.8","Million USD","Normal","","40","Workers' remittances received from Saudi Arabia"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0050","......4 U.A.E.","396.4","Million USD","Normal","","50","Workers' remittances received from U.A.E."
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0060","............. Dubai","272.8","Million USD","Normal","","60","Workers' remittances received from Dubai"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0070","............. Abu Dhabi","117.1","Million USD","Normal","","70","Workers' remittances received from Abu Dhabi"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0080","............. Sharjah","6.4","Million USD","Normal","","80","Workers' remittances received from Sharjah"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0090","............. Others",".1","Million USD","Normal","","90","Workers' remittances received from Other four U.A.E.'s States"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0100","......5 Other GCC Countries","212.5","Million USD","Normal","","100","Workers' remittances received from Other GCC Countries excluding Saudi Arabia & U.A.E."
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0110","............. Bahrain","36.8","Million USD","Normal","","110","Workers' remittances received from Bahrain"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0120","............. Kuwait","68.6","Million USD","Normal","","120","Workers' remittances received from Kuwait"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0130","............. Qatar","34.1","Million USD","Normal","","130","Workers' remittances received from Qatar"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0140","............. Oman","73.1","Million USD","Normal","","140","Workers' remittances received from Oman"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0150","......6 EU Countries","26.6","Million USD","Normal","","150","Workers' remittances received from ten European Countries"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0160","............. Germany","9.1","Million USD","Normal","","160","Workers' remittances received from Germany"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0170","............. France","3.4","Million USD","Normal","","170","Workers' remittances received from France"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0180","............. Netherland",".5","Million USD","Normal","","180","Workers' remittances received from Netherland"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0190","............. Spain","4.6","Million USD","Normal","","190","Workers' remittances received from Spain"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0200","............. Italy","4.1","Million USD","Normal","","200","Workers' remittances received from Italy"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0210","............. Greece","1","Million USD","Normal","","210","Workers' remittances received from Greece"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0220","............. Sweden","1.5","Million USD","Normal","","220","Workers' remittances received from Sweden"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0230","............. Denmark",".9","Million USD","Normal","","230","Workers' remittances received from Denmark"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0240","............. Ireland",".8","Million USD","Normal","","240","Workers' remittances received from Ireland"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0250","............. Belgium",".7","Million USD","Normal","","250","Workers' remittances received from Belgium"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0260","......7 Malaysia","","Million USD","Missing value","","260","Workers' remittances received from Malaysia"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0270","......8 Norway","3.1","Million USD","Normal","","270","Workers' remittances received from Norway"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0280","......9 Switzerland","2.3","Million USD","Normal","","280","Workers' remittances received from Switzerland"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0290","......10 Australia","19.1","Million USD","Normal","","290","Workers' remittances received from Australia"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0300","......11 Canada","15.3","Million USD","Normal","","300","Workers' remittances received from Canada"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0310","......12 Japan","1.1","Million USD","Normal","","310","Workers' remittances received from Japan"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0320","......15 Other Countries","114.9","Million USD","Normal","","320","Workers' remittances received from Other Countries"
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0330","II. Encashment and Profit in Pak. Rs. of Foreign Exchange Bearer Certificates (FEBCs) & Foreign Currency Bearer Certificates (FCBCs)","0","Million USD","Normal","","330","USD converted Encashment plus Profit received by residents holding Foreign Exchange Bearing Certificates (FEBCs) & Foreign Currency Bearing Certificates (FCBCs) in PKR."
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1711.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0010","I. Cash Flow","1521.9","Million USD","Normal","","10","Total Cash inflow of Workers' remittances in Pakistan in a month"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0020","......1 USA","182.2","Million USD","Normal","","20","Workers' remittances received from U.S.A."
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0030","......2 U.K.","179.7","Million USD","Normal","","30","Workers' remittances received from U.K."
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0040","......3 Saudi Arabia","475.1","Million USD","Normal","","40","Workers' remittances received from Saudi Arabia"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0050","......4 U.A.E.","320.4","Million USD","Normal","","50","Workers' remittances received from U.A.E."
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0060","............. Dubai","206.9","Million USD","Normal","","60","Workers' remittances received from Dubai"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0070","............. Abu Dhabi","109.9","Million USD","Normal","","70","Workers' remittances received from Abu Dhabi"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0080","............. Sharjah","3.5","Million USD","Normal","","80","Workers' remittances received from Sharjah"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0090","............. Others",".1","Million USD","Normal","","90","Workers' remittances received from Other four U.A.E.'s States"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0100","......5 Other GCC Countries","197.6","Million USD","Normal","","100","Workers' remittances received from Other GCC Countries excluding Saudi Arabia & U.A.E."
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0110","............. Bahrain","31.7","Million USD","Normal","","110","Workers' remittances received from Bahrain"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0120","............. Kuwait","64.4","Million USD","Normal","","120","Workers' remittances received from Kuwait"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0130","............. Qatar","33.4","Million USD","Normal","","130","Workers' remittances received from Qatar"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0140","............. Oman","68.3","Million USD","Normal","","140","Workers' remittances received from Oman"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0150","......6 EU Countries","35.4","Million USD","Normal","","150","Workers' remittances received from ten European Countries"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0160","............. Germany","8.4","Million USD","Normal","","160","Workers' remittances received from Germany"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0170","............. France","3","Million USD","Normal","","170","Workers' remittances received from France"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0180","............. Netherland",".6","Million USD","Normal","","180","Workers' remittances received from Netherland"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0190","............. Spain","3.9","Million USD","Normal","","190","Workers' remittances received from Spain"
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0200","............. Italy","3.6","Million USD","Normal","","200","Workers' remittances received from Italy"
